keyword,Title,Reviews,Review_points,Address,Country,City,State,Website,Phone,Latitude,Longitude,Category,Kecamatan,Kelurahan,Pasar_Amount,Landmark_Amount,Price_Range_Rp 100–125K,Price_Range_Rp 150–175K,"Price_Range_Rp 1–25,000","Price_Range_Rp 1–50,000","Price_Range_Rp 250,000+",Price_Range_Rp 25–50K,Price_Range_Rp 25–75K,Price_Range_Rp 50–100K,Price_Range_Rp 50–75K,Price_Range_Rp 75–100K,Busiest_time_Monday,Busiest_time_Tuesday,Busiest_time_Wednesday,Busiest_time_Thursday,Busiest_time_Friday,Busiest_time_Saturday,Busiest_time_Sunday,Populations_2023,Competitor,Review_rate,Average_review_points,Average_reviews,Max_reviews,Min_reviews,Success_rate,Success_rate_category_minor,Success_rate_category_major
Kuliner Malang Terbaik,Warung Sate Ayam / kambing Pak Sabar,601.0,4.5,"Jl. Mayjend Panjaitan No.Kav 1, Penanggungan, Kec. Klojen, Kota Malang, Jawa Timur 65113, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 852-3459-1995,-7.9617621,112.6258462,Ayam,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,7PM,6PM,7PM,6PM,7PM,7PM,7PM,5928,10,4541.85,4.53,847.21,21451.0,1.0,454.19,0.0,454.19
Street Food Malang,Aiciro Taiwan Street Snacks,14.0,3.8,"Kafe siswa Jalan Merdeka Timur No.2 IJK, Kiduldalem, Klojen, Malang, Sukoharjo, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 812-5228-6687,-7.9836193,112.6319469,Lainnya,Klojen,Kiduldalem,4.0,8.0,False,False,True,False,False,False,False,False,False,False,4PM,8PM,2PM,4PM,3PM,11AM,12PM,6240,4,3419.2,4.4,1087.93,7541.0,2.0,854.8,854.8,0.0
Restoran di Malang,Downtown Social Bar,507.0,4.6,"Jl. Kahuripan No.18, Klojen, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 857-3061-3541,-7.9763697,112.630331,Masakan Lain,Klojen,Klojen,45.0,20.0,False,False,False,False,False,True,False,False,False,False,10PM,11PM,10PM,10PM,10PM,11PM,11PM,5928,15,2428.645369284877,4.53,847.21,21451.0,1.0,161.91,0.0,161.91
Street Food Malang,STMJ Pak Sentot,2433.0,4.6,"Jalan Bareng Kulon Gang Nomor 6, Bareng, Klojen, Bareng, Kec. Klojen, Kota Malang, Jawa Timur 65116, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 341 585428,-7.976302,112.6172618,Minuman,Klojen,Bareng,3.0,2.0,False,False,True,False,False,False,False,False,False,False,8PM,8PM,8PM,9PM,8PM,8PM,8PM,15048,5,1976.8,4.49,1186.25,5376.0,10.0,395.36,395.36,0.0
Street Food Malang,SHUGOKU CABANG MALANG 1,302.0,4.3,"32, Jl. Sigura - Gura No.kav D, Sumbersari, Kec. Lowokwaru, Kota Malang, Jawa Timur 65145, Indonesia",ID,Malang City,East Java,Tidak Ada,Tidak Ada,-7.9577034,112.6074064,Lainnya,Lowokwaru,Lowokwaru,33.0,79.0,False,False,False,False,False,True,False,False,False,False,6PM,12PM,6PM,6PM,7PM,7PM,7PM,19407,25,6076.58610785463,4.55,621.97,8486.0,1.0,243.06,0.0,243.06
Restoran di Malang,Hachi Hachi Bistro,204.0,4.4,"Kawi St No.20, Kauman, Klojen, Malang City, East Java 65119, Indonesia",ID,Malang City,East Java,Tidak Ada,Tidak Ada,-7.9769242,112.6238631,Lainnya,Klojen,Kauman,10.0,6.0,False,False,False,False,False,False,False,False,True,False,1PM,9PM,6PM,4PM,9PM,12PM,2PM,9063,2,1970.05,4.43,1342.15,7391.0,2.0,985.02,985.02,0.0
Kuliner Malang Terbaik,Cwi Mie Isor Uwit,312.0,4.5,"Jl. Guntur No.21, Oro-oro Dowo, Kec. Klojen, Kota Malang, Jawa Timur 65112, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 812-3926-4487,-7.9679745,112.6265496,Mie,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,11AM,8PM,11AM,11AM,1PM,11AM,1PM,5928,18,10453.095369284876,4.53,847.21,21451.0,1.0,580.73,0.0,580.73
Warung Makan di Malang,Warung Kuncir : Pak Tulis,381.0,4.7,"Jl. Muria No.36, Oro-oro Dowo, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 815-5375-6769,-7.968958,112.6280513,Warung,Klojen,Klojen,45.0,20.0,False,False,False,False,False,True,False,False,False,False,6PM,7PM,7PM,7PM,7PM,7PM,7PM,5928,53,12486.890738569753,4.53,847.21,21451.0,1.0,235.6,0.0,235.6
Kuliner Malang Murah,Pusat Oleh-oleh Khas Malang PKK Corner,6703.0,4.3,"Jl. Tangkuban Perahu No.1, Kauman, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",ID,Malang City,East Java,Tidak Ada,Tidak Ada,-7.9766337,112.6248934,Snack,Klojen,Kauman,10.0,6.0,False,False,True,False,False,False,False,False,False,False,2PM,2PM,1PM,2PM,2PM,7PM,7PM,9063,5,6816.5,4.43,1342.15,7391.0,2.0,1363.3,1363.3,0.0
Street Food Malang,Street Food,3.0,4.3,"7R8C+9Q6, Sawojajar, Kedungkandang, Kota Malang, Jawa Timur, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 853-6699-1352,-4.7340756,104.8218861,Masakan Lain,Kedungkandang,Kedungkandang,10.0,10.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,11781,3,13.15,4.58,367.15,2077.0,1.0,4.38,4.38,0.0
Street Food Malang,Pickup me,8.0,4.9,"Jl. Ahmad Yani No.20i, Blimbing, Kec. Blimbing, Kota Malang, Jawa Timur 65126, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 856-0440-9079,-7.942942,112.6419201,Lainnya,Blimbing,Blimbing,44.0,14.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,8733,11,5562.740738569753,4.52,664.83,6759.0,1.0,505.7,0.0,505.7
Restoran di Malang,Bingsoo,1802.0,4.4,"Songgoriti St No.1, Lowokwaru, Malang City, East Java 65141, Indonesia",ID,Malang City,East Java,Tidak Ada,Tidak Ada,-7.9608799,112.6351734,Lainnya,Lowokwaru,Lowokwaru,33.0,79.0,False,False,False,False,False,True,False,False,False,False,4PM,1PM,1PM,4PM,7PM,6PM,2PM,19407,25,6076.58610785463,4.55,621.97,8486.0,1.0,243.06,0.0,243.06
Toko Makanan Malang,Aneka Keripik Malang Pusat Oleh Oleh Khas Malang,46.0,4.4,"2J68+R8M, Jl. Terusan Mergan Raya, Lori, Tanjungrejo, Kec. Sukun, Kota Malang, Jawa Timur 65147, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 341 363070,-7.9879141,112.6158123,Snack,Sukun,Sukun,9.0,17.0,False,False,True,False,False,False,False,False,False,False,6PM,4PM,7PM,6PM,7PM,7PM,8PM,19320,1,25.2,4.57,648.53,4413.0,4.0,25.2,25.2,0.0
Kuliner Malang Murah,SEGO WELUT,29.0,4.9,"Kepuh Utara jln S Supriadi no 5, RT.03/RW.4, Bandungrejosari, Kec. Sukun, Kota Malang, Jawa Timur 65148, Indonesia",ID,Malang City,East Java,https://youtu.be/aW42U-t-ewM,+62 858-7254-4746,-8.0016983,112.6177231,Olahan Nasi,Sukun,Bandungrejosari,0.0,2.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,31098,2,22.3,4.68,181.13,769.0597889800704,1.0,11.15,11.15,0.0
Restoran di Malang,Kafe Golekan,120.0,4.9,"Jl. B. Kecilung No.28, Lowokwaru, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 878-5997-1000,-7.9552367,112.6266298,Lainnya,Lowokwaru,Lowokwaru,33.0,79.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,19407,25,6076.58610785463,4.55,621.97,8486.0,1.0,243.06,0.0,243.06
Kuliner Malang Murah,Warung Citra Bu Dewi,84.0,4.6,"No.100 Ketawang Gede, Jl. Kerto Raharjo, Ketawanggede, Kec. Lowokwaru, Kota Malang, Jawa Timur 65145, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 31 577198,-7.950059,112.609354,Warung,Lowokwaru,Ketawanggede,0.0,33.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,5046,9,1402.05,4.55,285.07,2578.0,1.0,155.78,0.0,155.78
Kuliner Malang Terbaik,"Pecel Sarangan ""Dokter Pincoek""",415.0,4.5,"Jl. Punten No.2, Lowokwaru, Kec. Lowokwaru, Kota Malang, Jawa Timur 65163, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 851-0279-5777,-7.9618494,112.634604,Olahan Nasi,Lowokwaru,Lowokwaru,33.0,79.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,19407,15,911.3,4.55,621.97,8486.0,1.0,60.75,0.0,60.75
Kuliner Malang Terbaik,Twins Dessert,375.0,4.6,"Jl. Simpang Wilis Indah No.7, Gading Kasri, Kec. Klojen, Kota Malang, Jawa Timur 65115, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 341 558848,-7.9705613,112.6163808,Lainnya,Klojen,Klojen,45.0,20.0,False,False,False,False,False,True,False,False,False,False,3PM,2PM,7PM,4PM,1PM,4PM,1PM,5928,43,11154.986107854631,4.53,847.21,21451.0,1.0,259.42,0.0,259.42
Kuliner Malang Terbaik,Take.Mie,164.0,4.3,"Jl. Bandung No.32, Penanggungan, Kec. Klojen, Kota Malang, Jawa Timur 65113, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 812-3218-7664,-7.9605666,112.6228051,Mie,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,5928,18,10453.095369284876,4.53,847.21,21451.0,1.0,580.73,0.0,580.73
Toko Makanan Malang,donat kentang celaket,9.0,4.9,"Jl. Jaksa Agung Suprapto Gg. 1 No.34, Samaan, Kec. Klojen, Kota Malang, Jawa Timur 65112, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 895-3957-51058,-7.966391,112.6310957,Snack,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,5928,30,7237.595369284877,4.53,847.21,21451.0,1.0,241.25,0.0,241.25
Warung Makan di Malang,Sate Kambing dan Thengkleng Rica Pak Manto Cabang Malang,945.0,4.5,"Jl. Letjen Sutoyo No.99, Purwantoro, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 812-2922-0448,-7.9564391,112.6380161,Sate,Blimbing,Purwantoro,0.0,0.0,False,False,False,False,False,False,False,False,True,False,6PM,6PM,7PM,7PM,7PM,7PM,7PM,28080,1,474.75,4.45,702.0,945.0,459.0,474.75,474.75,0.0
Street Food Malang,Vietnamese Street Food,769.0597889800704,4.530949589683471,"2J7J+V8Q, Jl. Sutan Syahrir, Sukoharjo, Kec. Klojen, Kota Malang, Jawa Timur 65117, Indonesia",ID,Malang City,East Java,Tidak Ada,Tidak Ada,-7.9852875,112.6308496,Masakan Lain,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,5928,15,2428.645369284877,4.53,847.21,21451.0,1.0,161.91,0.0,161.91
Street Food Malang,The Street Burger,3.0,5.0,"Jl. Sigura - Gura No.9b, Sumbersari, Kec. Lowokwaru, Kota Malang, Jawa Timur 65145, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 812-5228-8355,-7.9579222,112.6108443,Fast Food,Lowokwaru,Lowokwaru,33.0,79.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,19407,3,3625.9,4.55,621.97,8486.0,1.0,1208.63,1208.63,0.0
Toko Makanan Malang,Lapis Kukus Tugu Malang - Prof M Yamin,14.0,4.6,"Jl. Prof. Moch Yamin No.16, Sukoharjo, Kec. Klojen, Kota Malang, Jawa Timur 65118, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 896-0125-8275,-7.988898,112.632056,Snack,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,1PM,1PM,3PM,10AM,2PM,3PM,11AM,5928,30,7237.595369284877,4.53,847.21,21451.0,1.0,241.25,0.0,241.25
Toko Makanan Malang,Dessert and Sandwich Malang,769.0597889800704,4.530949589683471,"Jl. Jakarta No.24, Penanggungan, Kec. Klojen, Kota Malang, Jawa Timur 65113, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 812-3466-6540,-7.9629942,112.6228013,Lainnya,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,5928,43,11154.986107854631,4.53,847.21,21451.0,1.0,259.42,0.0,259.42
Kuliner Malang Terbaik,Neo Kedaton Resto & Catering,365.0,4.5,"Jl. Wilis No.9A, Gading Kasri, Kec. Klojen, Kota Malang, Jawa Timur 65115, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 813-3368-6002,-7.972468,112.6198298,Restoran,Klojen,Klojen,45.0,20.0,False,False,False,False,False,False,False,False,True,False,2PM,7PM,7PM,12PM,8PM,6PM,7PM,5928,22,14601.381477139506,4.53,847.21,21451.0,1.0,663.7,0.0,663.7
Restoran di Malang,Dapur Gudeg Cipto by Wulan,24.0,4.6,"Jl. Dr. Cipto No.1c, Rampal Celaket, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 897-3959-586,-7.967249,112.634268,Masakan Lain,Klojen,Klojen,45.0,20.0,False,False,False,False,False,True,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,5928,15,2428.645369284877,4.53,847.21,21451.0,1.0,161.91,0.0,161.91
Kuliner Malang Murah,Lalapan & Enak,5.0,4.8,"Mal Olympic Garden, Jl. Kawi No.20, Kauman, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 888-0177-8529,-7.9770165,112.6237881,Warung,Klojen,Kauman,10.0,6.0,False,False,True,False,False,False,False,False,False,False,6PM,11AM,1PM,1PM,3PM,9PM,5PM,9063,6,1115.745369284877,4.43,1342.15,7391.0,2.0,185.96,0.0,185.96
Kuliner Malang Terbaik,Bakso samsi,85.0,4.5,"Jl. W.R. Supratman No.10, Rampal Celaket, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia",ID,Malang City,East Java,https://www.tiktok.com/@massabiy/video/7265568415077829893,+62 812-2519-4702,-7.9651798,112.6364068,Bakso,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,2PM,2PM,2PM,2PM,2PM,2PM,2PM,5928,10,19706.0,4.53,847.21,21451.0,1.0,1970.6,0.0,1970.6
Restoran di Malang,Burger King,7917.0,4.5,"Ijen St No.84, RW.3, Oro-oro Dowo, Klojen, Malang City, East Java 65119, Indonesia",ID,Malang City,East Java,https://bkdelivery.co.id/,+62 341 3015509,-7.9642421,112.6253963,Fast Food,Klojen,Klojen,45.0,20.0,False,False,False,False,False,True,False,False,False,False,4PM,7PM,7PM,7PM,7PM,8PM,6PM,5928,3,5250.1,4.53,847.21,21451.0,1.0,1750.03,1750.03,0.0
Street Food Malang,Shihlin Mal Olympic Garden Malang,293.0,4.4,"Mal Olympic Garden, Jl. Kawi No.20, Kauman, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",ID,Malang City,East Java,Tidak Ada,Tidak Ada,-7.9773353,112.6234181,Restoran,Klojen,Kauman,10.0,6.0,False,False,False,False,False,True,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,9063,10,5904.2,4.43,1342.15,7391.0,2.0,590.42,0.0,590.42
Restoran di Malang,Rawon Disco Malang,83.0,4.6,"Jl. Suropati Gg. 2, Klojen, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 853-3716-0150,-7.9727125,112.6346406,Rawon,Klojen,Klojen,45.0,20.0,False,False,False,False,False,True,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,5928,4,639.85,4.53,847.21,21451.0,1.0,159.96,159.96,0.0
Kuliner Malang Terbaik,Kedai Pok Ami-Ami,733.0,4.6,"Jl. Jaksa Agung Suprapto No.1, Oro-oro Dowo, Kec. Klojen, Kota Malang, Jawa Timur 65112, Indonesia",ID,Malang City,East Java,https://instagram.com/kedai.pokamiami?utm_source=ig_profile_share&igshid=1cynwpipa35ja,Tidak Ada,-7.9738333,112.6297423,Minuman,Klojen,Klojen,45.0,20.0,False,False,False,False,False,True,False,False,False,False,1PM,1PM,1PM,2PM,11AM,4PM,2PM,5928,48,15239.695369284877,4.53,847.21,21451.0,1.0,317.49,0.0,317.49
Warung Makan di Malang,Warung Makan Gayeng Marem,34.0,4.0,"Jl. Jaksa Agung Suprapto No.19A, Klojen, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia",ID,Malang City,East Java,Tidak Ada,Tidak Ada,-7.9725092,112.630576,Warung,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,5928,53,12486.890738569753,4.53,847.21,21451.0,1.0,235.6,0.0,235.6
Toko Makanan Malang,Mamaramah at Baraka Malang,769.0597889800704,4.530949589683471,"Jl. Kaliurang No.53A, Lowokwaru, Kec. Lowokwaru, Kota Malang, Jawa Timur 65122, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 812-3353-3365,-7.962717,112.6315121,Lainnya,Lowokwaru,Lowokwaru,33.0,79.0,False,False,True,False,False,False,False,False,False,False,6PM,8AM,6PM,9AM,12PM,12PM,7PM,19407,25,6076.58610785463,4.55,621.97,8486.0,1.0,243.06,0.0,243.06
Toko Makanan Malang,Warung Naini,769.0597889800704,4.530949589683471,"Jl. Tlogo Suryo Gg. IV No.11, RT.03/RW.02, Tlogomas, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 812-5766-3671,-7.9367514,112.6000282,Warung,Lowokwaru,Lowokwaru,33.0,79.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,19407,28,7638.795369284877,4.55,621.97,8486.0,1.0,272.81,0.0,272.81
Warung Makan di Malang,Warung Nasi Bu Nanik,26.0,4.5,"Jl. Joyo Raharjo No.151, Merjosari, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144, Indonesia",ID,Malang City,East Java,Tidak Ada,Tidak Ada,-7.9427685,112.6052299,Olahan Nasi,Lowokwaru,Lowokwaru,33.0,79.0,False,False,True,False,False,False,False,False,False,False,5PM,1PM,6PM,6AM,10AM,4PM,2PM,19407,15,911.3,4.55,621.97,8486.0,1.0,60.75,0.0,60.75
Street Food Malang,Chefkim,1066.0,4.7,"Jl. Soekarno Hatta No.11, Jatimulyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 812-2888-5565,-7.9454383,112.618409,Lainnya,Lowokwaru,Jatimulyo,7.0,1.0,False,False,False,False,False,False,False,False,True,False,6PM,7PM,6PM,7PM,7PM,7PM,7PM,19014,4,2755.05,4.57,1122.21,7949.0,1.0,688.76,688.76,0.0
Toko Makanan Malang,Mixue Pajajaran Malang,107.0,4.3,"Jl. Pajajaran, Klojen, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia",ID,Malang City,East Java,Tidak Ada,Tidak Ada,-7.9757561,112.6360624,Minuman,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,3PM,7PM,4PM,5PM,11AM,12PM,12PM,5928,48,15239.695369284877,4.53,847.21,21451.0,1.0,317.49,0.0,317.49
Kuliner Malang Terbaik,Soto Ayam Lamongan Mitra sejak 1950,576.0,4.5,"Jl. Brigjend Slamet Riadi No.43, Oro-oro Dowo, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",ID,Malang City,East Java,Tidak Ada,Tidak Ada,-7.9718913,112.6284934,Soto,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,11AM,12PM,11AM,12PM,12PM,11AM,9AM,5928,6,3557.15,4.53,847.21,21451.0,1.0,592.86,0.0,592.86
Street Food Malang,Chicken ConChon Street Food,769.0597889800704,4.530949589683471,"Jl. Borobudur No.33, Mojolangu, Kec. Lowokwaru, Kota Malang, Jawa Timur 65126, Indonesia",ID,Malang City,East Java,http://chickenconchon.weebly.com/,+62 817-9620-007,-7.9395926,112.6377955,Ayam,Lowokwaru,Lowokwaru,33.0,79.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,19407,5,543.945369284877,4.55,621.97,8486.0,1.0,108.79,108.79,0.0
Kuliner Malang Murah,nasi padang murah sawojajar,48.0,4.3,"Jl. Danau Toba No.7E, Sawojajar, Kec. Kedungkandang, Kota Malang, Jawa Timur 65139, Indonesia",ID,Malang City,East Java,Tidak Ada,Tidak Ada,-7.9797322,112.6579794,Olahan Nasi,Kedungkandang,Kedungkandang,10.0,10.0,False,False,True,False,False,False,False,False,False,False,12PM,12PM,12PM,11AM,11AM,11AM,10AM,11781,5,1044.0,4.58,367.15,2077.0,1.0,208.8,208.8,0.0
Kuliner Malang Terbaik,Ah Yat Abalone Forum Restaurant Malang,168.0,4.6,"Jl. Ahmad Yani Jl. Riverside No.1 Blok C, Polowijen, Kec. Blimbing, Kota Malang, Jawa Timur 65126, Indonesia",ID,Malang City,East Java,http://instagram.com/ahyatabalonemalang,+62 341 2992299,-7.9253399,112.6441319,Restoran,Blimbing,Blimbing,44.0,14.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,1PM,11AM,7PM,11AM,12PM,8733,10,2679.6,4.52,664.83,6759.0,1.0,267.96,0.0,267.96
Warung Makan di Malang,Warung Makan Bu Nga,31.0,4.4,"Jl. Danau Jonge, Madyopuro, Kec. Kedungkandang, Kota Malang, Jawa Timur 65139, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 812-1682-2529,-7.97333,112.668562,Warung,Kedungkandang,Kedungkandang,10.0,10.0,False,False,True,False,False,False,False,False,False,False,9AM,5PM,1PM,7AM,7AM,4PM,10AM,11781,14,2028.236107854631,4.58,367.15,2077.0,1.0,144.87,0.0,144.87
Toko Makanan Malang,Lapis Kukus Tugu Malang - Adi Sucipto,190.0,4.6,"Jl. Laksda Adi Sucipto No.60, Blimbing, Kec. Blimbing, Kota Malang, Jawa Timur 65126, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 812-3301-313,-7.9423036,112.6452895,Snack,Blimbing,Blimbing,44.0,14.0,False,False,False,False,False,True,False,False,False,False,9AM,10AM,10AM,4PM,5PM,6PM,6PM,8733,17,2992.4,4.52,664.83,6759.0,1.0,176.02,0.0,176.02
Kuliner Malang Murah,GL8 Frozen Food,459.0,4.5,"Jl. Kawi Atas No.16, Gading Kasri, Kec. Klojen, Kota Malang, Jawa Timur 65116, Indonesia",ID,Malang City,East Java,https://gl-delapan.com/,+62 888-3884-287,-7.9751949,112.6188154,Frozen Food,Klojen,Klojen,45.0,20.0,False,False,False,False,False,True,False,False,False,False,7PM,6PM,8PM,6PM,7PM,7PM,6PM,5928,3,423.75,4.53,847.21,21451.0,1.0,141.25,141.25,0.0
Kuliner Malang Terbaik,Pujasera Abilowo,7.0,4.4,"Pujasera abilowo jl bendungan kedungombo no. 1b malang jatim, Sumbersari, Kec. Lowokwaru, Kota Malang, Jawa Timur 65115, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 822-2928-1660,-7.9713243,112.6153798,Warung,Lowokwaru,Lowokwaru,33.0,79.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,19407,28,7638.795369284877,4.55,621.97,8486.0,1.0,272.81,0.0,272.81
Kuliner Malang Terbaik,Chicken Troops Ricebowl Ayam Sambal Kota Malang,182.0,4.8,"Jl. Mayjend Panjaitan No.88, Penanggungan, Kec. Klojen, Kota Malang, Jawa Timur 65113, Indonesia",ID,Malang City,East Java,http://linktr.ee/chickentroops,+62 823-3655-5335,-7.9551272,112.6209982,Ayam,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,9PM,11AM,3PM,7PM,7PM,8PM,8PM,5928,10,4541.85,4.53,847.21,21451.0,1.0,454.19,0.0,454.19
Warung Makan di Malang,Warung Mbak Nur,488.0,4.2,"Jl. MT. Haryono No.9, Dinoyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65145, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 813-3319-4930,-7.9456827,112.6124215,Warung,Lowokwaru,Dinoyo,4.0,26.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,11217,9,324.7,4.57,276.87,1131.0,1.0,36.08,0.0,36.08
Toko Makanan Malang,Huize Jon Coffee Malang,44.0,4.9,"Jl. Jenderal Basuki Rahmat, Kauman, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",ID,Malang City,East Java,http://instragram.com/huizejon_,+62 896-3745-4979,-7.9796032,112.6308829,Minuman,Klojen,Kauman,10.0,6.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,9063,15,5082.0,4.43,1342.15,7391.0,2.0,338.8,0.0,338.8
Kuliner Malang Murah,Resto Jajan Pasar Malang Lowokwaru,11.0,4.5,"Jl. Kerto Rahayu Dalam No.85, Ketawanggede, Kec. Lowokwaru, Kota Malang, Jawa Timur 65145, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 812-3037-9311,-7.9467518,112.6102056,Pasar,Lowokwaru,Ketawanggede,0.0,33.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,5046,1,7.75,4.55,285.07,2578.0,1.0,7.75,7.75,0.0
Kuliner Malang Murah,Warung Makan Dan Jajanan Poharin Sri Rejeki,68.0,4.6,"2JQ4+MFR, Karangbesuki, Sukun, Malang City, East Java 65149, Indonesia",ID,Malang City,East Java,Tidak Ada,Tidak Ada,-7.960751,112.6061549,Warung,Sukun,Karangbesuki,6.0,4.0,False,False,True,False,False,False,False,False,False,False,9AM,10AM,9AM,10AM,9AM,9AM,10AM,19668,4,358.2,4.62,502.83,1808.0,45.0,89.55,89.55,0.0
Restoran di Malang,Kupang Kraton Hj. Qomariyah,798.0,4.2,"Jl. Dr. Cipto kios No.12, Klojen, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 896-7005-8899,-7.9676007,112.6338707,Lainnya,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,5PM,8PM,6PM,9PM,4PM,7PM,3PM,5928,43,11154.986107854631,4.53,847.21,21451.0,1.0,259.42,0.0,259.42
